Iteration	Payoff	Chain	Status	Baseline Natural Flux	Atmospheric Lifetime of N2O	Effective Sensitivity of Temperature on N2O Flux	
6160	  -55305.084	2	1	   9230826.4	         200	        0.06	
6160	  -55304.152	3	2	   9232286.8	         200	        0.06	
6160	  -55304.065	4	2	     9233756	         200	        0.06	
6160	  -55304.003	5	2	   9233339.6	         200	        0.06	
6160	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6160	  -55304.851	7	2	   9231093.7	         200	        0.06	
6160	   -55305.08	8	2	   9230830.8	         200	        0.06	
6160	  -55304.908	9	2	   9235319.3	         200	        0.06	
6170	  -55303.998		2	     9233139	         200	        0.06	
6170	  -55304.046	1	2	   9232678.4	         200	        0.06	
6170	  -55305.084	2	2	   9230826.4	         200	        0.06	
6170	  -55304.152	3	2	   9232286.8	         200	        0.06	
6170	  -55304.065	4	2	     9233756	         200	        0.06	
6170	  -55305.444	5	1	   9233749.6	   199.98755	        0.06	
6170	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6170	  -55304.851	7	2	   9231093.7	         200	        0.06	
6170	  -55306.412	8	1	   9229675.4	         200	        0.06	
6170	  -55304.908	9	2	   9235319.3	         200	        0.06	
6180	  -55303.998		1	   9233187.4	         200	        0.06	
6180	  -55304.046	1	2	   9232678.4	         200	        0.06	
6180	  -55304.709	2	1	   9235070.1	         200	        0.06	
6180	  -55304.152	3	2	   9232286.8	         200	        0.06	
6180	  -55304.058	4	1	   9232620.1	         200	        0.06	
6180	  -55305.444	5	2	   9233749.6	   199.98755	        0.06	
6180	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6180	  -55304.851	7	2	   9231093.7	         200	        0.06	
6180	  -55306.412	8	2	   9229675.4	         200	        0.06	
6180	   -55305.77	9	1	   9235319.3	         200	 0.059994485	
6190	  -55304.125		1	   9233975.4	         200	        0.06	
6190	  -55304.046	1	2	   9232678.4	         200	        0.06	
6190	  -55304.709	2	2	   9235070.1	         200	        0.06	
6190	  -55304.152	3	2	   9232286.8	         200	        0.06	
6190	  -55304.058	4	2	   9232620.1	         200	        0.06	
6190	  -55306.991	5	1	   9230212.2	   199.99327	        0.06	
6190	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6190	  -55304.851	7	2	   9231093.7	         200	        0.06	
6190	  -55306.412	8	2	   9229675.4	         200	        0.06	
6190	  -55304.447	9	1	   9231664.1	         200	        0.06	
6200	  -55305.199		1	   9234200.1	   199.98997	        0.06	
6200	  -55305.048	1	1	   9234955.4	         200	 0.059997318	
6200	  -55304.709	2	2	   9235070.1	         200	        0.06	
6200	  -55304.152	3	2	   9232286.8	         200	        0.06	
6200	  -55304.058	4	2	   9232620.1	         200	        0.06	
6200	  -55306.991	5	2	   9230212.2	   199.99327	        0.06	
6200	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6200	  -55304.851	7	2	   9231093.7	         200	        0.06	
6200	  -55306.412	8	2	   9229675.4	         200	        0.06	
6200	  -55304.447	9	2	   9231664.1	         200	        0.06	
6210	  -55305.339		1	   9234632.4	   199.98971	        0.06	
6210	  -55305.048	1	2	   9234955.4	         200	 0.059997318	
6210	  -55304.709	2	2	   9235070.1	         200	        0.06	
6210	  -55304.152	3	2	   9232286.8	         200	        0.06	
6210	  -55304.058	4	2	   9232620.1	         200	        0.06	
6210	  -55306.991	5	2	   9230212.2	   199.99327	        0.06	
6210	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6210	  -55304.851	7	2	   9231093.7	         200	        0.06	
6210	  -55306.412	8	2	   9229675.4	         200	        0.06	
6210	  -55304.364	9	1	   9234533.3	         200	        0.06	
6220	  -55305.339		2	   9234632.4	   199.98971	        0.06	
6220	  -55305.048	1	2	   9234955.4	         200	 0.059997318	
6220	  -55304.709	2	2	   9235070.1	         200	        0.06	
6220	  -55304.152	3	2	   9232286.8	         200	        0.06	
6220	  -55305.199	4	1	   9235638.4	         200	        0.06	
6220	  -55306.991	5	2	   9230212.2	   199.99327	        0.06	
6220	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6220	  -55304.851	7	2	   9231093.7	         200	        0.06	
6220	  -55304.107	8	1	   9233916.9	         200	        0.06	
6220	  -55304.364	9	2	   9234533.3	         200	        0.06	
6230	  -55305.339		2	   9234632.4	   199.98971	        0.06	
6230	  -55305.048	1	2	   9234955.4	         200	 0.059997318	
6230	  -55304.709	2	2	   9235070.1	         200	        0.06	
6230	  -55304.351	3	1	   9231833.7	         200	        0.06	
6230	  -55305.199	4	2	   9235638.4	         200	        0.06	
6230	  -55306.991	5	2	   9230212.2	   199.99327	        0.06	
6230	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6230	  -55304.851	7	2	   9231093.7	         200	        0.06	
6230	  -55304.107	8	2	   9233916.9	         200	        0.06	
6230	  -55304.364	9	2	   9234533.3	         200	        0.06	
6240	  -55305.339		2	   9234632.4	   199.98971	        0.06	
6240	  -55305.048	1	2	   9234955.4	         200	 0.059997318	
6240	  -55304.709	2	2	   9235070.1	         200	        0.06	
6240	  -55304.351	3	2	   9231833.7	         200	        0.06	
6240	  -55305.199	4	2	   9235638.4	         200	        0.06	
6240	  -55308.723	5	1	     9232815	   199.98466	 0.059984171	
6240	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6240	  -55304.851	7	2	   9231093.7	         200	        0.06	
6240	  -55304.588	8	1	   9231443.4	         200	        0.06	
6240	  -55304.364	9	2	   9234533.3	         200	        0.06	
6250	  -55305.339		2	   9234632.4	   199.98971	        0.06	
6250	  -55305.048	1	2	   9234955.4	         200	 0.059997318	
6250	    -55304.5	2	1	   9234766.9	         200	        0.06	
6250	  -55304.351	3	2	   9231833.7	         200	        0.06	
6250	  -55305.199	4	2	   9235638.4	         200	        0.06	
6250	  -55309.913	5	1	     9232422	   199.97718	 0.059985681	
6250	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6250	  -55304.851	7	2	   9231093.7	         200	        0.06	
6250	  -55304.588	8	2	   9231443.4	         200	        0.06	
6250	  -55304.364	9	2	   9234533.3	         200	        0.06	
6260	  -55305.339		2	   9234632.4	   199.98971	        0.06	
6260	  -55305.048	1	2	   9234955.4	         200	 0.059997318	
6260	    -55304.5	2	2	   9234766.9	         200	        0.06	
6260	  -55304.351	3	2	   9231833.7	         200	        0.06	
6260	  -55305.731	4	1	   9234650.1	   199.99387	 0.059995147	
6260	  -55309.913	5	2	     9232422	   199.97718	 0.059985681	
6260	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6260	  -55305.179	7	1	   9230725.9	         200	        0.06	
6260	  -55304.588	8	2	   9231443.4	         200	        0.06	
6260	  -55304.364	9	2	   9234533.3	         200	        0.06	
6270	  -55305.339		2	   9234632.4	   199.98971	        0.06	
6270	  -55305.048	1	2	   9234955.4	         200	 0.059997318	
6270	    -55304.5	2	2	   9234766.9	         200	        0.06	
6270	  -55304.351	3	2	   9231833.7	         200	        0.06	
6270	  -55304.831	4	1	   9234609.2	   199.99507	        0.06	
6270	  -55307.635	5	1	   9237463.9	         200	        0.06	
6270	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6270	  -55305.369	7	1	   9230725.9	    199.9989	        0.06	
6270	  -55304.588	8	2	   9231443.4	         200	        0.06	
6270	  -55304.391	9	1	     9231760	         200	        0.06	
6280	  -55305.838		1	   9235340.8	   199.98777	        0.06	
6280	  -55304.171	1	1	     9232270	   199.99991	        0.06	
6280	    -55304.5	2	2	   9234766.9	         200	        0.06	
6280	  -55304.408	3	1	   9231729.6	         200	        0.06	
6280	  -55304.831	4	2	   9234609.2	   199.99507	        0.06	
6280	  -55307.635	5	2	   9237463.9	         200	        0.06	
6280	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6280	  -55305.369	7	2	   9230725.9	    199.9989	        0.06	
6280	  -55304.588	8	2	   9231443.4	         200	        0.06	
6280	  -55304.391	9	2	     9231760	         200	        0.06	
6290	  -55305.838		2	   9235340.8	   199.98777	        0.06	
6290	  -55304.171	1	2	     9232270	   199.99991	        0.06	
6290	    -55304.5	2	2	   9234766.9	         200	        0.06	
6290	  -55305.846	3	1	   9234429.7	   199.98426	        0.06	
6290	  -55304.831	4	2	   9234609.2	   199.99507	        0.06	
6290	  -55307.805	5	1	   9237562.5	         200	        0.06	
6290	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6290	  -55305.369	7	2	   9230725.9	    199.9989	        0.06	
6290	  -55304.588	8	2	   9231443.4	         200	        0.06	
6290	  -55304.391	9	2	     9231760	         200	        0.06	
6300	  -55307.563		1	   9237066.1	    199.9847	        0.06	
6300	  -55304.171	1	2	     9232270	   199.99991	        0.06	
6300	    -55304.5	2	2	   9234766.9	         200	        0.06	
6300	  -55305.846	3	2	   9234429.7	   199.98426	        0.06	
6300	  -55304.831	4	2	   9234609.2	   199.99507	        0.06	
6300	  -55307.805	5	2	   9237562.5	         200	        0.06	
6300	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6300	  -55305.369	7	2	   9230725.9	    199.9989	        0.06	
6300	  -55304.172	8	1	   9232231.2	         200	        0.06	
6300	  -55304.391	9	2	     9231760	         200	        0.06	
6310	   -55307.76		1	   9237536.5	         200	        0.06	
6310	  -55304.171	1	2	     9232270	   199.99991	        0.06	
6310	    -55304.5	2	2	   9234766.9	         200	        0.06	
6310	  -55305.846	3	2	   9234429.7	   199.98426	        0.06	
6310	  -55304.831	4	2	   9234609.2	   199.99507	        0.06	
6310	  -55307.805	5	2	   9237562.5	         200	        0.06	
6310	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6310	  -55304.732	7	1	   9233817.7	   199.99381	        0.06	
6310	  -55304.172	8	2	   9232231.2	         200	        0.06	
6310	  -55304.391	9	2	     9231760	         200	        0.06	
6320	   -55307.76		2	   9237536.5	         200	        0.06	
6320	  -55304.171	1	2	     9232270	   199.99991	        0.06	
6320	    -55304.5	2	2	   9234766.9	         200	        0.06	
6320	  -55305.846	3	2	   9234429.7	   199.98426	        0.06	
6320	  -55304.831	4	2	   9234609.2	   199.99507	        0.06	
6320	  -55307.805	5	2	   9237562.5	         200	        0.06	
6320	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6320	  -55304.732	7	2	   9233817.7	   199.99381	        0.06	
6320	   -55304.55	8	1	   9231499.1	         200	        0.06	
6320	  -55304.391	9	2	     9231760	         200	        0.06	
6330	   -55307.76		2	   9237536.5	         200	        0.06	
6330	  -55304.171	1	2	     9232270	   199.99991	        0.06	
6330	    -55304.5	2	2	   9234766.9	         200	        0.06	
6330	  -55305.846	3	2	   9234429.7	   199.98426	        0.06	
6330	  -55305.179	4	1	   9235617.6	         200	        0.06	
6330	  -55304.579	5	1	   9234887.9	         200	        0.06	
6330	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6330	  -55304.732	7	2	   9233817.7	   199.99381	        0.06	
6330	   -55304.55	8	2	   9231499.1	         200	        0.06	
6330	   -55304.12	9	1	   9232384.9	         200	        0.06	
6340	   -55307.76		2	   9237536.5	         200	        0.06	
6340	  -55304.171	1	2	     9232270	   199.99991	        0.06	
6340	    -55304.5	2	2	   9234766.9	         200	        0.06	
6340	  -55305.846	3	2	   9234429.7	   199.98426	        0.06	
6340	  -55305.067	4	1	   9235498.5	         200	        0.06	
6340	  -55304.579	5	2	   9234887.9	         200	        0.06	
6340	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6340	  -55304.732	7	2	   9233817.7	   199.99381	        0.06	
6340	   -55304.55	8	2	   9231499.1	         200	        0.06	
6340	   -55304.12	9	2	   9232384.9	         200	        0.06	
6350	   -55307.76		2	   9237536.5	         200	        0.06	
6350	  -55304.171	1	2	     9232270	   199.99991	        0.06	
6350	    -55304.5	2	2	   9234766.9	         200	        0.06	
6350	  -55305.846	3	2	   9234429.7	   199.98426	        0.06	
6350	  -55305.067	4	2	   9235498.5	         200	        0.06	
6350	  -55304.579	5	2	   9234887.9	         200	        0.06	
6350	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6350	  -55304.732	7	2	   9233817.7	   199.99381	        0.06	
6350	  -55304.844	8	1	   9231101.9	         200	        0.06	
6350	   -55304.12	9	2	   9232384.9	         200	        0.06	
6360	   -55307.76		2	   9237536.5	         200	        0.06	
6360	  -55304.171	1	2	     9232270	   199.99991	        0.06	
6360	    -55304.5	2	2	   9234766.9	         200	        0.06	
6360	  -55305.846	3	2	   9234429.7	   199.98426	        0.06	
6360	  -55305.712	4	1	   9235498.5	   199.99065	        0.06	
6360	  -55304.324	5	1	   9234458.1	         200	        0.06	
6360	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6360	  -55306.454	7	1	   9236698.6	         200	        0.06	
6360	  -55304.844	8	2	   9231101.9	         200	        0.06	
6360	   -55304.12	9	2	   9232384.9	         200	        0.06	
6370	   -55307.76		2	   9237536.5	         200	        0.06	
6370	  -55304.158	1	1	     9232270	         200	        0.06	
6370	    -55304.5	2	2	   9234766.9	         200	        0.06	
6370	   -55304.31	3	1	   9234429.7	         200	        0.06	
6370	  -55305.712	4	2	   9235498.5	   199.99065	        0.06	
6370	  -55304.324	5	2	   9234458.1	         200	        0.06	
6370	  -55305.555	6	2	   9233762.7	   199.98662	        0.06	
6370	  -55306.454	7	2	   9236698.6	         200	        0.06	
6370	  -55304.844	8	2	   9231101.9	         200	        0.06	
6370	  -55303.998	9	1	   9233150.8	         200	        0.06	
6380	   -55307.76		2	   9237536.5	         200	        0.06	
6380	  -55304.158	1	2	     9232270	         200	        0.06	
6380	    -55304.5	2	2	   9234766.9	         200	        0.06	
6380	  -55305.474	3	1	   9231850.1	   199.99699	 0.059995904	
6380	  -55305.712	4	2	   9235498.5	   199.99065	        0.06	
6380	  -55304.324	5	2	   9234458.1	         200	        0.06	
6380	  -55304.066	6	1	   9233762.7	         200	        0.06	
6380	  -55306.454	7	2	   9236698.6	         200	        0.06	
6380	  -55304.844	8	2	   9231101.9	         200	        0.06	
6380	  -55303.998	9	2	   9233150.8	         200	        0.06	
6390	  -55304.752		1	   9235126.7	         200	        0.06	
6390	  -55304.158	1	2	     9232270	         200	        0.06	
6390	    -55304.5	2	2	   9234766.9	         200	        0.06	
6390	  -55305.027	3	1	   9231850.1	         200	 0.059995904	
6390	  -55307.627	4	1	     9235011	         200	 0.059981188	
6390	  -55304.324	5	2	   9234458.1	         200	        0.06	
6390	  -55304.066	6	2	   9233762.7	         200	        0.06	
6390	  -55306.454	7	2	   9236698.6	         200	        0.06	
6390	  -55304.844	8	2	   9231101.9	         200	        0.06	
6390	  -55303.998	9	2	   9233150.8	         200	        0.06	
6400	  -55304.752		2	   9235126.7	         200	        0.06	
6400	  -55304.158	1	2	     9232270	         200	        0.06	
6400	  -55304.046	2	1	   9233669.5	         200	        0.06	
6400	  -55305.027	3	2	   9231850.1	         200	 0.059995904	
6400	  -55307.627	4	2	     9235011	         200	 0.059981188	
6400	  -55304.324	5	2	   9234458.1	         200	        0.06	
6400	  -55304.066	6	2	   9233762.7	         200	        0.06	
6400	  -55306.454	7	2	   9236698.6	         200	        0.06	
6400	  -55304.844	8	2	   9231101.9	         200	        0.06	
6400	  -55303.998	9	2	   9233150.8	         200	        0.06	
6410	  -55304.752		2	   9235126.7	         200	        0.06	
6410	  -55304.158	1	2	     9232270	         200	        0.06	
6410	  -55304.035	2	1	   9233607.6	         200	        0.06	
6410	  -55305.027	3	2	   9231850.1	         200	 0.059995904	
6410	  -55307.627	4	2	     9235011	         200	 0.059981188	
6410	  -55304.324	5	2	   9234458.1	         200	        0.06	
6410	  -55304.066	6	2	   9233762.7	         200	        0.06	
6410	  -55306.454	7	2	   9236698.6	         200	        0.06	
6410	  -55304.844	8	2	   9231101.9	         200	        0.06	
6410	  -55303.998	9	2	   9233150.8	         200	        0.06	
6420	  -55304.752		2	   9235126.7	         200	        0.06	
6420	  -55304.158	1	2	     9232270	         200	        0.06	
6420	  -55304.035	2	2	   9233607.6	         200	        0.06	
6420	  -55305.027	3	2	   9231850.1	         200	 0.059995904	
6420	  -55307.627	4	2	     9235011	         200	 0.059981188	
6420	  -55304.324	5	2	   9234458.1	         200	        0.06	
6420	  -55304.066	6	2	   9233762.7	         200	        0.06	
6420	  -55306.454	7	2	   9236698.6	         200	        0.06	
6420	  -55304.844	8	2	   9231101.9	         200	        0.06	
6420	  -55303.998	9	2	   9233150.8	         200	        0.06	
6430	  -55304.143		1	   9232315.3	         200	        0.06	
6430	  -55304.158	1	2	     9232270	         200	        0.06	
6430	  -55304.015	2	1	     9233473	         200	        0.06	
6430	  -55305.027	3	2	   9231850.1	         200	 0.059995904	
